TIPO_DATO;LOTE;COD_DISTRITO;DISTRITO;COD_BARRIO;BARRIO;DIRECCION_COMPLETA;DIRECCION_AUXILIAR;CENTRO;VIA_CLASE;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;MAS INFORMACIÓN;DIRECCION AMPLIADA
Contenedor de ropa;2;5;Chamartín;55;Nueva España;PASEO DE LA HABANA, 143;;Centro Geriátrico;PASEO;LA HABANA;número;143;-3,680599;40,461731;40,46173081;-3,68059873;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA HABANA, 143. Centro Geriátrico
Contenedor de ropa;2;5;Chamartín;55;Nueva España;CALLE DE FELIX BOIX, 13;;Parroquia Santísimo Redentor;CALLE;FELIX BOIX;número;13;-3,6859;40,46336;40,46336046;-3,6859001;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FELIX BOIX, 13. Parroquia Santísimo Redentor
Contenedor de ropa;2;5;Chamartín;55;Nueva España;AVENIDA DE PIO XII, 43;;;AVENIDA;PIO XII;número;43;-3,675859;40,4647;40,46470041;-3,67585938;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE PIO XII, 43. 
Contenedor de ropa;2;5;Chamartín;55;Nueva España;CALLE DE LA MADRE DE DIOS, 5;;;CALLE;MADRE DE DIOS;número;5;-3,674711;40,463082;40,46308181;-3,67471059;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA MADRE DE DIOS, 5. 
Contenedor de ropa;2;5;Chamartín;55;Nueva España;AVENIDA DE ALFONSO XIII, 182;;;AVENIDA;ALFONSO XIII;número;182;-3,677249;40,46056;40,46056022;-3,67724928;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE ALFONSO XIII, 182. 
Contenedor de ropa;2;5;Chamartín;55;Nueva España;CALLE DE SANTA MARIA MAGDALENA, 19;esquina calle Drácena;;CALLE;SANTA MARIA MAGDALENA;número;19;-3,670952;40,463593;40,46359288;-3,67095246;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANTA MARIA MAGDALENA, 19. 
Contenedor de Ropa;2;5;Chamartín;55;Nueva España;CALLE DE LA MADRE DE DIOS, 41;;;CALLE;MADRE DE DIOS;número;41;-3,672475;40,465272;40,46527237;-3,67247547;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA MADRE DE DIOS, 41. 
Contenedor de Ropa;2;5;Chamartín;55;Nueva España;CALLE DE ENRIQUE JARDIEL PONCELA, 6;;;CALLE;ENRIQUE JARDIEL PONCELA;número;6;-3,669593;40,460609;40,46060915;-3,66959331;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ENRIQUE JARDIEL PONCELA, 6. 
Contenedor de ropa;2;5;Chamartín;56;Castilla;CALLE DEL CONDE DE TORRALBA, 17;;;CALLE;CONDE DE TORRALBA;número;17;-3,684776;40,479413;40,47941326;-3,68477618;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CONDE DE TORRALBA, 17. 
Contenedor de ropa;2;5;Chamartín;56;Castilla;CALLE DE MAURICIO LEGENDRE, 23;;;CALLE;MAURICIO LEGENDRE;número;23;-3,686521;40,471568;40,47156809;-3,68652129;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MAURICIO LEGENDRE, 23. 
Contenedor de ropa;2;5;Chamartín;56;Castilla;CALLE DE MATEO INURRIA, 31;;;CALLE;MATEO INURRIA;número;31;-3,68159;40,467591;40,46759072;-3,68158952;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MATEO INURRIA, 31. 
Contenedor de ropa;2;5;Chamartín;56;Castilla;AVENIDA DE BURGOS, 19;;;AVENIDA;BURGOS;número;19;-3,676137;40,47405;40,4740501;-3,67613668;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE BURGOS, 19. 
Contenedor de ropa;2;5;Chamartín;56;Castilla;CALLE DE PASTORA IMPERIO, 1;;;CALLE;PASTORA IMPERIO;número;1;-3,674659;40,48098;40,48098049;-3,67465946;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PASTORA IMPERIO, 1. 
Contenedor de ropa;2;5;Chamartín;56;Castilla;AVENIDA DE BURGOS, 9;esquina Avenida Burgos;;AVENIDA;BURGOS;número;9;-3,676451;40,472213;40,47221305;-3,67645068;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE BURGOS, 9. 
Contenedor de ropa;2;5;Chamartín;56;Castilla;CALLE DE LAS PLATERIAS, 1;;;CALLE;PLATERIAS;número;1;-3,67868;40,4679;40,46789991;-3,67868;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LAS PLATERIAS, 1. 
Contenedor de ropa;1;6;Tetuán;61;Bellas Vistas;CALLE DE FRANCOS RODRIGUEZ, 67;frente;"Biblioteca Municipal ""Manuel Vázquez Montalbán""";CALLE;FRANCOS RODRIGUEZ;número;67;-3,710395;40,45744;40,45743984;-3,71039537;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE FRANCOS RODRIGUEZ, 67. Biblioteca Municipal ""Manuel Vázquez Montalbán"""
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;CALLE DE LERIDA, 60;;Mercado Municipal de San Enrique;CALLE;LERIDA;número;60;-3,700175;40,455973;40,45597279;-3,70017501;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LERIDA, 60. Mercado Municipal de San Enrique
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;CALLE DE SAN GERMAN, 5;;;CALLE;SAN GERMAN;número;5;-3,692964;40,456198;40,45619794;-3,6929639;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN GERMAN, 5. 
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;CALLE DE LA INFANTA MERCEDES, 12;;;CALLE;INFANTA MERCEDES;número;12;-3,698926;40,454336;40,45433645;-3,69892609;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA INFANTA MERCEDES, 12. 
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;PLAZA DE SAN AMARO, 9;;;PLAZA;SAN AMARO;número;9;-3,696919;40,455045;40,45504507;-3,69691928;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE SAN AMARO, 9. 
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;AVENIDA DE BRASIL, 8;;;AVENIDA;BRASIL;número;8;-3,693594;40,454613;40,45461265;-3,69359421;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE BRASIL, 8. 
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;AVENIDA DEL GENERAL PERON, 21;;;AVENIDA;GENERAL PERON;número;21;-3,696047;40,452498;40,45249787;-3,69604725;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL GENERAL PERON, 21. 
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;CALLE DE LA REINA MERCEDES, 7;;;CALLE;REINA MERCEDES;número;7;-3,69863;40,451041;40,45104133;-3,69862974;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA REINA MERCEDES, 7. 
Contenedor de Ropa;1;6;Tetuán;62;Cuatro Caminos;CALLE DE JAEN, 8;;;CALLE;JAEN;número;8;-3,702544;40,450469;40,45046853;-3,7025441;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JAEN, 8. 
Contenedor de ropa;1;6;Tetuán;63;Castillejos;CALLE DEL POETA JOAN MARAGALL, 35;;;CALLE;POETA JOAN MARAGALL;número;35;-3,692135;40,458819;40,45881863;-3,69213548;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL POETA JOAN MARAGALL, 35. 
Contenedor de ropa;1;6;Tetuán;63;Castillejos;CALLE DE SAN GERMAN, 20;;Zona Verde;CALLE;SAN GERMAN;número;20;-3,694228;40,45653;40,45652976;-3,6942282;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN GERMAN, 20. Zona Verde
Contenedor de Ropa;1;6;Tetuán;63;Castillejos;CALLE DE LA INFANTA MERCEDES, 88;;;CALLE;INFANTA MERCEDES;número;88;-3,694216;40,46273;40,46273006;-3,69421558;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA INFANTA MERCEDES, 88. 
Contenedor de Ropa;1;6;Tetuán;63;Castillejos;CALLE DEL POETA JOAN MARAGALL, 46;;;CALLE;POETA JOAN MARAGALL;número;46;-3,691712;40,461067;40,4610675;-3,69171207;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL POETA JOAN MARAGALL, 46. 
Contenedor de Ropa;1;6;Tetuán;63;Castillejos;CALLE DE SOR ANGELA DE LA CRUZ, 14;;;CALLE;SOR ANGELA DE LA CRUZ;número;14;-3,69387;40,459385;40,45938548;-3,69387032;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SOR ANGELA DE LA CRUZ, 14. 
Contenedor de Ropa;1;6;Tetuán;63;Castillejos;CALLE DEL PENSAMIENTO, 1;;;CALLE;PENSAMIENTO;número;1;-3,698954;40,459738;40,45973772;-3,69895352;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL PENSAMIENTO, 1. 
Contenedor de Ropa;1;6;Tetuán;63;Castillejos;CALLE DE SAN GERMAN, 74;;;CALLE;SAN GERMAN;número;74;-3,701039;40,457444;40,45744372;-3,70103852;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN GERMAN, 74. 
Contenedor de Ropa;1;6;Tetuán;63;Castillejos;CALLE DE LA INFANTA MERCEDES, 47;;;CALLE;INFANTA MERCEDES;número;47;-3,69776;40,457537;40,45753711;-3,69775976;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA INFANTA MERCEDES, 47. 
Contenedor de Ropa;1;6;Tetuán;63;Castillejos;CALLE DE SAN GERMAN, 30;;;CALLE;SAN GERMAN;número;30;-3,695665;40,456478;40,45647793;-3,6956651;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN GERMAN, 30. 
Contenedor de ropa;1;6;Tetuán;64;Almenara;CALLE DE MATILDE LANDA, 30;;"Centro Social Comunitario ""Josefa Amar""";CALLE;MATILDE LANDA;número;30;-3,69401;40,473172;40,47317186;-3,69400983;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE MATILDE LANDA, 30. Centro Social Comunitario ""Josefa Amar"""
Contenedor de ropa;1;6;Tetuán;64;Almenara;CALLE DE SAN AQUILINO, 1;;Mercadillo en la vía pública de avenida de Asturias (mercadillo);CALLE;SAN AQUILINO;número;1;-3,691413;40,467287;40,46728659;-3,69141319;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN AQUILINO, 1. Mercadillo en la vía pública de avenida de Asturias (mercadillo)
Contenedor de ropa;1;6;Tetuán;64;Almenara;CALLE DE MONTOYA, 12;;"Biblioteca Pública Municipal ""María Zambrano""";CALLE;MONTOYA;número;12;-3,697284;40,469321;40,46932097;-3,69728398;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE MONTOYA, 12. Biblioteca Pública Municipal ""María Zambrano"""
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE LOS MARTIRES DE LA VENTILLA, 31;;;CALLE;MARTIRES DE LA VENTILLA;número;31;-3,691052;40,470684;40,47068409;-3,69105216;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS MARTIRES DE LA VENTILLA, 31. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;AVENIDA DE ASTURIAS, 28;;;AVENIDA;ASTURIAS;número;28;-3,694955;40,469288;40,46928791;-3,69495474;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE ASTURIAS, 28. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;AVENIDA DE ASTURIAS, 55;;;AVENIDA;ASTURIAS;número;55;-3,698201;40,471033;40,47103285;-3,69820142;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE ASTURIAS, 55. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;PASEO DE LA DIRECCION, 368;;;PASEO;DIRECCION;número;368;-3,701559;40,471665;40,47166464;-3,70155924;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA DIRECCION, 368. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE SAN AQUILINO, 4;;;CALLE;SAN AQUILINO;número;4;-3,690215;40,467851;40,46785055;-3,69021547;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN AQUILINO, 4. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DEL CONDE DE SERRALLO, 4;;;CALLE;CONDE DE SERRALLO;número;4;-3,691707;40,466515;40,46651527;-3,69170745;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CONDE DE SERRALLO, 4. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE JOAQUIN DICENTA, 20;;;CALLE;JOAQUIN DICENTA;número;20;-3,69407;40,472302;40,47230162;-3,69406968;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JOAQUIN DICENTA, 20. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE SINESIO DELGADO, 3;;;CALLE;SINESIO DELGADO;número;3;-3,688183;40,474237;40,47423748;-3,68818308;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SINESIO DELGADO, 3. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE LAS MAGNOLIAS, 114;;;CALLE;MAGNOLIAS;número;114;-3,689492;40,473332;40,47333157;-3,68949246;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LAS MAGNOLIAS, 114. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE LA VIA LIMITE, 25;;;CALLE;VIA LIMITE;número;25;-3,691875;40,473421;40,47342052;-3,69187541;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA VIA LIMITE, 25. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE LOS CEDROS, 65;;;CALLE;CEDROS;número;65;-3,690518;40,470673;40,47067303;-3,69051804;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS CEDROS, 65. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE LOS MARTIRES DE LA VENTILLA, 71;;;CALLE;MARTIRES DE LA VENTILLA;número;71;-3,692467;40,47111;40,47111031;-3,69246748;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS MARTIRES DE LA VENTILLA, 71. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;PASEO DE LA CASTELLANA, 227;;;PASEO;CASTELLANA;número;227;-3,688165;40,472017;40,47201658;-3,68816472;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE LA CASTELLANA, 227. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE LAS AGUILEÑAS, 15;;;CALLE;AGUILEÑAS;número;15;-3,69428;40,466814;40,46681373;-3,69428042;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LAS AGUILEÑAS, 15. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE PINOS ALTA, 72;;;CALLE;PINOS ALTA;número;72;-3,698956;40,468957;40,46895663;-3,69895644;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PINOS ALTA, 72. 
Contenedor de Ropa;1;6;Tetuán;64;Almenara;CALLE DE PINOS ALTA, 7;;;CALLE;PINOS ALTA;número;7;-3,695528;40,465477;40,46547657;-3,69552777;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PINOS ALTA, 7. 
Contenedor de Ropa;1;6;Tetuán;65;Valdeacederas;CALLE DEL MARQUES DE VIANA, 4;;Mercado de Tetuán;CALLE;MARQUES DE VIANA;número;4;-3,698959;40,460981;40,46098106;-3,69895942;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL MARQUES DE VIANA, 4. Mercado de Tetuán
Contenedor de Ropa;1;6;Tetuán;65;Valdeacederas;CALLE DE REYES AIZQUIBEL, 22;;;CALLE;REYES AIZQUIBEL;número;22;-3,707695;40,468692;40,46869171;-3,7076948;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE REYES AIZQUIBEL, 22. 
Contenedor de Ropa;1;6;Tetuán;65;Valdeacederas;CALLE DEL CANTUESO, 50;;;CALLE;CANTUESO;número;50;-3,70497;40,467602;40,46760216;-3,70497028;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CANTUESO, 50. 
Contenedor de Ropa;1;6;Tetuán;65;Valdeacederas;PLAZA DE GUILHOU, 5;;;PLAZA;GUILHOU;número;5;-3,704814;40,465701;40,46570095;-3,70481431;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE GUILHOU, 5. 
Contenedor de Ropa;1;6;Tetuán;65;Valdeacederas;CALLE DE LA MIOSOTIS, 54;;;CALLE;MIOSOTIS;número;54;-3,702407;40,465135;40,46513544;-3,70240667;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA MIOSOTIS, 54. 
Contenedor de ropa;1;6;Tetuán;66;Berruguete;CALLE DE LA HIERBABUENA, 2;;"Centro Deportivo Municipal ""Playa Victoria""";CALLE;HIERBABUENA;número;2;-3,701884;40,459084;40,45908359;-3,70188423;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE LA HIERBABUENA, 2. Centro Deportivo Municipal ""Playa Victoria"""
Contenedor de ropa;1;6;Tetuán;66;Berruguete;PASEO DE LA DIRECCION, 125;;"Centro Deportivo Municipal ""Playa Victoria""";CALLE;DIRECCION;número;125;-3,706928;40,462478;40,46247791;-3,70692807;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"PASEO DE LA DIRECCION, 125. Centro Deportivo Municipal ""Playa Victoria"""
Contenedor de Ropa;1;7;Chamberí;71;Gaztambide;CALLE DE ANDRES MELLADO, 66;;Mercado de Guzmán el Bueno;CALLE;ANDRES MELLADO;número;43;-3,714412;40,434955;40,43495538;-3,71441153;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ANDRES MELLADO, 66. Mercado de Guzmán el Bueno
Contenedor de Ropa;1;7;Chamberí;71;Gaztambide;CALLE DE JOAQUIN MARIA LOPEZ, 61;;;CALLE;JOAQUIN MARIA LOPEZ;número;61;-3,717122;40,437813;40,43781285;-3,71712234;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JOAQUIN MARIA LOPEZ, 61. 
Contenedor de Ropa;1;7;Chamberí;71;Gaztambide;CALLE DEL ARCIPRESTE DE HITA, 14;;;CALLE;ARCIPRESTE DE HITA;número;14;-3,718224;40,434616;40,43461597;-3,71822394;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL ARCIPRESTE DE HITA, 14. 
Contenedor de Ropa;1;7;Chamberí;71;Gaztambide;CALLE DE MELENDEZ VALDES, 61;;;CALLE;MELENDEZ VALDES;número;61;-3,716255;40,433071;40,43307089;-3,71625507;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MELENDEZ VALDES, 61. 
Contenedor de Ropa;1;7;Chamberí;71;Gaztambide;CALLE DE DONOSO CORTES, 76;;;CALLE;DONOSO CORTES;número;76;-3,713603;40,436444;40,43644437;-3,71360299;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE DONOSO CORTES, 76. 
Contenedor de Ropa;1;7;Chamberí;71;Gaztambide;CALLE DE ANDRES MELLADO, 2;;;CALLE;ANDRES MELLADO;número;2;-3,714541;40,430758;40,43075824;-3,71454066;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ANDRES MELLADO, 2. 
Contenedor de Ropa;1;7;Chamberí;71;Gaztambide;CALLE DE JOAQUIN MARIA LOPEZ, 50;FTE. NUMERO 50;;CALLE;JOAQUIN MARIA LOPEZ;número;50;-3,71513;40,437723;40,43772262;-3,71512962;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JOAQUIN MARIA LOPEZ, 50. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE BRAVO MURILLO, 41;;;CALLE;BRAVO MURILLO;número;41;-3,704379;40,437423;40,43742346;-3,70437914;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BRAVO MURILLO, 41. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE VALLEHERMOSO, 14;;;CALLE;VALLEHERMOSO;número;14;-3,708875;40,431215;40,43121505;-3,70887508;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE VALLEHERMOSO, 14. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE MAGALLANES, 28;;Mercadona;CALLE;MAGALLANES;número;28;-3,705608;40,434537;40,43453701;-3,70560845;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MAGALLANES, 28. Mercadona
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE VALLEHERMOSO, 38;;Mercado de Vallehermoso;CALLE;VALLEHERMOSO;número;38;-3,70861;40,434325;40,43432452;-3,70861043;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE VALLEHERMOSO, 38. Mercado de Vallehermoso
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE CEA BERMUDEZ, 3;;;CALLE;CEA BERMUDEZ;número;3;-3,706161;40,438661;40,43866146;-3,70616119;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CEA BERMUDEZ, 3. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE CEA BERMUDEZ, 23;;;CALLE;CEA BERMUDEZ;número;23;-3,709788;40,43878;40,43877977;-3,70978767;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CEA BERMUDEZ, 23. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE SAN BERNARDO, 113;;;CALLE;SAN BERNARDO;número;113;-3,704872;40,432477;40,43247707;-3,70487232;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN BERNARDO, 113. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;PLAZA DEL CONDE DEL VALLE DE SUCHIL, 17;;;PLAZA;CONDE DEL VALLE DE SUCHIL;número;17;-3,707319;40,432044;40,43204355;-3,70731938;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DEL CONDE DEL VALLE DE SUCHIL, 17. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE MELENDEZ VALDES, 21;;;CALLE;MELENDEZ VALDES;número;21;-3,711441;40,432917;40,43291694;-3,71144118;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MELENDEZ VALDES, 21. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE JOAQUIN MARIA LOPEZ, 38;;;CALLE;JOAQUIN MARIA LOPEZ;número;38;-3,708602;40,437416;40,43741601;-3,7086021;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JOAQUIN MARIA LOPEZ, 38. 
Contenedor de Ropa;1;7;Chamberí;72;Arapiles;CALLE DE ARAPILES, 4;;;CALLE;ARAPILES;número;4;-3,70513;40,433406;40,4334056;-3,70513005;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ARAPILES, 4. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DE JUAN DE AUSTRIA, 22;;;CALLE;JUAN DE AUSTRIA;número;22;-3,69959;40,43347;40,43347026;-3,69958981;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JUAN DE AUSTRIA, 22. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DE TRAFALGAR, 6;;;CALLE;TRAFALGAR;número;6;-3,700099;40,430942;40,43094176;-3,70009871;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE TRAFALGAR, 6. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DE COVARRUBIAS, 4;;;CALLE;COVARRUBIAS;número;4;-3,69707;40,428393;40,42839257;-3,69707023;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE COVARRUBIAS, 4. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DE FRANCISCO DE ROJAS, 10;;;CALLE;FRANCISCO DE ROJAS;número;10;-3,699671;40,429741;40,42974086;-3,69967082;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FRANCISCO DE ROJAS, 10. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DE COVARRUBIAS, 29;;;CALLE;COVARRUBIAS;número;29;-3,698164;40,431123;40,43112285;-3,69816424;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE COVARRUBIAS, 29. 
