TIPO_DATO;LOTE;COD_DISTRITO;DISTRITO;COD_BARRIO;BARRIO;DIRECCION_COMPLETA;DIRECCION_AUXILIAR;CENTRO;VIA_CLASE;VIA_NOMBRE;TIPO_NUMERO;NUMERO;UTM_X;UTM_Y;LATITUD;LONGITUD;MAS INFORMACIÓN;DIRECCION AMPLIADA
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DEL GENERAL ALVAREZ DE CASTRO, 27;;;CALLE;GENERAL ALVAREZ DE CASTRO;número;27;-3,702526;40,43647;40,43647049;-3,70252645;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL GENERAL ALVAREZ DE CASTRO, 27. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DE FUENCARRAL 125;;;CALLE;FUENCARRAL;número;125;-3,703239;40,43104;40,43103976;-3,70323853;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FUENCARRAL 125. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DE SAN BERNARDO, 98;;;CALLE;SAN BERNARDO;número;98;-3,705386;40,430307;40,43030666;-3,70538565;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN BERNARDO, 98. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DEL GENERAL ALVAREZ DE CASTRO, 4;;;CALLE;GENERAL ALVAREZ DE CASTRO;número;4;-3,701572;40,434656;40,43465625;-3,70157218;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL GENERAL ALVAREZ DE CASTRO, 4. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DEL CARDENAL CISNEROS, 53;;;CALLE;CARDENAL CISNEROS;número;53;-3,702341;40,433152;40,4331523;-3,7023411;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CARDENAL CISNEROS, 53. 
Contenedor de Ropa;1;7;Chamberí;73;Trafalgar;CALLE DEL CARDENAL CISNEROS, 9;NUMERO 9 FTE NUMERO 38;;CALLE;CARDENAL CISNEROS;número;9;-3,701568;40,43023;40,43022969;-3,70156836;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL CARDENAL CISNEROS, 9. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE MIGUEL ANGEL, 12;;;CALLE;MIGUEL ANGEL;número;12;-3,6912;40,434575;40,43457472;-3,69119962;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MIGUEL ANGEL, 12. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DEL MONTE ESQUINZA, 6;;;CALLE;MONTE ESQUINZA;número;6;-3,692263;40,426628;40,42662796;-3,69226283;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL MONTE ESQUINZA, 6. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE ZURBANO, 19;;;CALLE;ZURBANO;número;19;-3,69368;40,429139;40,42913869;-3,69367995;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ZURBANO, 19. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE SANTA ENGRACIA, 6;;;CALLE;SANTA ENGRACIA;número;6;-3,695928;40,428752;40,42875171;-3,69592834;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANTA ENGRACIA, 6. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE ZURBARAN, 32;;;CALLE;ZURBARAN;número;32;-3,68996;40,429381;40,42938138;-3,68995963;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ZURBARAN, 32. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE CARACAS, 27;;;CALLE;CARACAS;número;27;-3,693169;40,430628;40,43062806;-3,69316932;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CARACAS, 27. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DEL MARQUES DEL RISCAL, 13;;;PASEO;CASTELLANA;número;29;-3,68968;40,43065;40,43064998;-3,68968037;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL MARQUES DEL RISCAL, 13. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE FERNANDEZ DE LA HOZ, 11;;;CALLE;FERNANDEZ DE LA HOZ;número;11;-3,69505;40,431886;40,43188615;-3,69505021;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FERNANDEZ DE LA HOZ, 11. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE SANTA ENGRACIA, 48;;;CALLE;SANTA ENGRACIA;número;48;-3,698086;40,433632;40,43363247;-3,69808572;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANTA ENGRACIA, 48. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE ALONSO CANO, 2;;;CALLE;ALONSO CANO;número;2;-3,698029;40,435129;40,43512949;-3,69802882;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ALONSO CANO, 2. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE FERNANDEZ DE LA HOZ, 46;;;CALLE;FERNANDEZ DE LA HOZ;número;46;-3,694714;40,435801;40,43580143;-3,69471382;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE FERNANDEZ DE LA HOZ, 46. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE ALONSO CANO, 29;FRENTE NUMERO 29;;CALLE;ALONSO CANO;número;29;-3,697796;40,437884;40,43788352;-3,69779555;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ALONSO CANO, 29. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE GARCIA DE PAREDES, 92;;;CALLE;GARCIA DE PAREDES;número;92;-3,690995;40,436486;40,43648575;-3,69099457;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE GARCIA DE PAREDES, 92. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE ZURBANO, 37;;;CALLE;ZURBANO;número;37;-3,693369;40,433051;40,43305089;-3,69336862;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ZURBANO, 37. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE PONZANO, 20;;;CALLE;PONZANO;número;20;-3,699317;40,438232;40,43823202;-3,6993165;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PONZANO, 20. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE RAFAEL CALVO, 11;;;CALLE;RAFAEL CALVO;número;11;-3,695501;40,433795;40,43379498;-3,69550109;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE RAFAEL CALVO, 11. 
Contenedor de Ropa;1;7;Chamberí;74;Almagro;CALLE DE PONZANO, 6;;;CALLE;PONZANO;número;6;-3,699398;40,437188;40,4371879;-3,69939817;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PONZANO, 6. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE MODESTO LAFUENTE, 13;;;CALLE;MODESTO LAFUENTE;número;13;-3,696292;40,438758;40,43875766;-3,69629197;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MODESTO LAFUENTE, 13. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE ZURBANO, 77;;;CALLE;ZURBANO;número;77;-3,69293;40,43828;40,43827979;-3,69292969;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ZURBANO, 77. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE BRETON DE LOS HERREROS, 33;;;CALLE;BRETON DE LOS HERREROS;número;33;-3,697855;40,439569;40,43956893;-3,69785505;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BRETON DE LOS HERREROS, 33. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;PLAZA DEL DESCUBRIDOR DIEGO DE ORDAS, 7;;;PLAZA;DESCUBRIDOR DIEGO DE ORDAS;número;7;-3,701112;40,440626;40,44062637;-3,70111178;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DEL DESCUBRIDOR DIEGO DE ORDAS, 7. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE PONZANO, 54;;;CALLE;PONZANO;número;54;-3,699139;40,44145;40,44144987;-3,69913884;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE PONZANO, 54. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;PLAZA DE SAN JUAN DE LA CRUZ, 10;;;PLAZA;SAN JUAN DE LA CRUZ;número;10;-3,694068;40,441245;40,44124525;-3,69406831;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PLAZA DE SAN JUAN DE LA CRUZ, 10. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE BRETON DE LOS HERREROS, 51;;;CALLE;BRETON DE LOS HERREROS;número;51;-3,694703;40,439387;40,43938729;-3,69470331;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BRETON DE LOS HERREROS, 51. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE AGUSTIN DE BETANCOURT, 5;;;CALLE;AGUSTIN DE BETANCOURT;número;5;-3,694915;40,442905;40,44290494;-3,6949151;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE AGUSTIN DE BETANCOURT, 5. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE ALONSO CANO, 86;;;CALLE;ALONSO CANO;número;86;-3,69717;40,445192;40,44519219;-3,69716964;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ALONSO CANO, 86. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE MAUDES, 14;;;CALLE;MAUDES;número;14;-3,701745;40,4453;40,44530033;-3,70174534;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MAUDES, 14. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE MARIA DE GUZMAN, 41;;;CALLE;MARIA DE GUZMAN;número;41;-3,699019;40,444147;40,4441466;-3,69901923;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MARIA DE GUZMAN, 41. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE MARIA DE GUZMAN, 3;;;CALLE;MARIA DE GUZMAN;número;3;-3,703406;40,444369;40,44436867;-3,70340552;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MARIA DE GUZMAN, 3. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE MODESTO LAFUENTE, 92;;;CALLE;MODESTO LAFUENTE;número;92;-3,695693;40,446217;40,44621718;-3,69569309;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MODESTO LAFUENTE, 92. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE MODESTO LAFUENTE, 40;;;CALLE;MODESTO LAFUENTE;número;40;-3,696161;40,440403;40,44040288;-3,69616122;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MODESTO LAFUENTE, 40. 
Contenedor de Ropa;1;7;Chamberí;75;Rios Rosas;CALLE DE RIOS ROSAS, 11;;;CALLE;RIOS ROSAS;número;11;-3,702223;40,4421;40,44209983;-3,70222276;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE RIOS ROSAS, 11. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE BRAVO MURILLO, 61;;;CALLE;BRAVO MURILLO;número;61;-3,704409;40,442371;40,44237104;-3,70440866;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BRAVO MURILLO, 61. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;AVENIDA DE PABLO IGLESIAS, 16;;;AVENIDA;PABLO IGLESIAS;número;16;-3,706629;40,44521;40,44521;-3,70662863;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE PABLO IGLESIAS, 16. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE BRAVO MURILLO, 95;;;CALLE;BRAVO MURILLO;número;95;-3,704061;40,44609;40,44609024;-3,70406096;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE BRAVO MURILLO, 95. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DEL GENERAL IBAÑEZ DE IBERO, 1;;;CALLE;GENERAL IBAÑEZ DE IBERO;número;1;-3,710319;40,44661;40,44660994;-3,71031934;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL GENERAL IBAÑEZ DE IBERO, 1. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DEL GENERAL IBAÑEZ DE IBERO, 3;;;CALLE;GENERAL IBAÑEZ DE IBERO;número;3;-3,710406;40,445348;40,44534766;-3,71040552;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL GENERAL IBAÑEZ DE IBERO, 3. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;PASEO DE JUAN XXIII, 12;;;PASEO;JUAN XXIII;número;12;-3,718937;40,445927;40,44592716;-3,71893719;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE JUAN XXIII, 12. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DEL MAESTRO ANGEL LLORCA, 10;;;CALLE;MAESTRO ANGEL LLORCA;número;10;-3,714037;40,444515;40,44451537;-3,71403691;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DEL MAESTRO ANGEL LLORCA, 10. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE LA POETA ANGELA FIGUERA, 10;;;CALLE;POETA ANGELA FIGUERA;número;10;-3,715764;40,444942;40,44494156;-3,71576352;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LA POETA ANGELA FIGUERA, 10. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;AVENIDA DEL VALLE, 7;;;AVENIDA;VALLE;número;7;-3,715246;40,443898;40,44389842;-3,71524635;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL VALLE, 7. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE SANTANDER, 2;;;CALLE;SANTANDER;número;2;-3,709569;40,44288;40,44288009;-3,7095691;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SANTANDER, 2. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE JULIAN ROMEA, 20;;;CALLE;JULIAN ROMEA;número;20;-3,717603;40,442832;40,44283188;-3,71760325;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JULIAN ROMEA, 20. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;AVENIDA DE PABLO IGLESIAS, 13;;;AVENIDA;PABLO IGLESIAS;número;13;-3,707891;40,446075;40,4460747;-3,70789052;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE PABLO IGLESIAS, 13. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;AVENIDA DE FILIPINAS, 9;NUMERO 9 FTE NUMERO 38;;AVENIDA;FILIPINAS;número;9;-3,707615;40,441069;40,4410694;-3,70761505;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DE FILIPINAS, 9. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE CEA BERMUDEZ, 50;;;CALLE;CEA BERMUDEZ;número;50;-3,71318;40,43915;40,43914999;-3,71317967;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CEA BERMUDEZ, 50. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;PASEO DE SAN FRANCISCO DE SALES, 13;;;PASEO;SAN FRANCISCO DE SALES;número;13;-3,716012;40,440425;40,44042458;-3,71601197;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;PASEO DE SAN FRANCISCO DE SALES, 13. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE CEA BERMUDEZ, 70;;;CALLE;CEA BERMUDEZ;número;70;-3,716387;40,43929;40,43928955;-3,71638653;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CEA BERMUDEZ, 70. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE JULIAN ROMEA, 3;FTE. NUMERO 3;;CALLE;JULIAN ROMEA;número;3;-3,713712;40,442695;40,44269514;-3,71371215;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE JULIAN ROMEA, 3. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE MELQUIADES ALVAREZ, 8;;;CALLE;MELQUIADES ALVAREZ;número;8;-3,712443;40,441214;40,44121436;-3,71244342;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE MELQUIADES ALVAREZ, 8. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE ANDRES MELLADO, 116;;;CALLE;ANDRES MELLADO;número;116;-3,714106;40,44147;40,44147031;-3,71410588;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ANDRES MELLADO, 116. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE ISAAC PERAL, 48;;;CALLE;ISAAC PERAL;número;48;-3,717757;40,440377;40,44037729;-3,71775659;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ISAAC PERAL, 48. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE GALILEO, 110;;;CALLE;GALILEO;número;110;-3,709918;40,439966;40,43996581;-3,70991772;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE GALILEO, 110. 
Contenedor de Ropa;1;7;Chamberí;76;Vallehermoso;CALLE DE LUCIO DEL VALLE, 1;;;CALLE;LUCIO DEL VALLE;número;1;-3,706576;40,439938;40,43993764;-3,70657608;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LUCIO DEL VALLE, 1. 
Contenedor de ropa;1;8;Fuencarral - El Pardo;81;El Pardo;CALLE DE MIRA EL RIO, 4;;"Centro Sociocultural ""Alfonso XII""";CALLE;MIRA EL RIO;número;4;-3,777854;40,519701;40,51970149;-3,77785396;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE MIRA EL RIO, 4. Centro Sociocultural ""Alfonso XII"""
Contenedor de ropa;1;8;Fuencarral - El Pardo;81;El Pardo;CALLE DE SAN LEANDRO, 9;;Mercadillo en la vía pública de El Pardo ;CALLE;SAN LEANDRO;número;9;-3,775689;40,5179;40,51789997;-3,7756893;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE SAN LEANDRO, 9. Mercadillo en la vía pública de El Pardo 
Contenedor de ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;CALLE DE BUITRAGO DEL LOZOYA, 22;;"Centro Servicios Sociales ""San Vicente Paul""";CALLE;BUITRAGO DEL LOZOYA;número;22;-3,716466;40,472615;40,47261467;-3,71646637;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;"CALLE DE BUITRAGO DEL LOZOYA, 22. Centro Servicios Sociales ""San Vicente Paul"""
Contenedor de ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;CALLE DE UBEDA, 6;;Punto Limpio Fijo;CALLE;UBEDA;número;6;-3,71652;40,482255;40,48225456;-3,71652049;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE UBEDA, 6. Punto Limpio Fijo
Contenedor de ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;CALLE DE CHANTADA, 51;;;CALLE;CHANTADA;número;51;-3,718826;40,473355;40,47335459;-3,71882577;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE CHANTADA, 51. 
Contenedor de Ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;CALLE DE LOS RISCOS DE POLANCO, 3;;;CALLE;RISCOS DE POLANCO;número;3;-3,72277;40,484891;40,48489132;-3,7227697;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE LOS RISCOS DE POLANCO, 3. 
Contenedor de Ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;CALLE DE RAMON GOMEZ DE LA SERNA, 79;;;CALLE;RAMON GOMEZ DE LA SERNA;número;79;-3,729079;40,484127;40,48412729;-3,72907894;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE RAMON GOMEZ DE LA SERNA, 79. 
Contenedor de Ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;CALLE DE ROSALIA DE CASTRO, 51;;;CALLE;ROSALIA DE CASTRO;número;51;-3,734127;40,482822;40,48282204;-3,73412701;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE ROSALIA DE CASTRO, 51. 
Contenedor de Ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;CALLE DE RAMON GOMEZ DE LA SERNA, 60;;;CALLE;RAMON GOMEZ DE LA SERNA;número;60;-3,726577;40,4819;40,48189954;-3,7265775;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;CALLE DE RAMON GOMEZ DE LA SERNA, 60. 
Contenedor de Ropa;1;8;Fuencarral - El Pardo;83;Peñagrande;AVENIDA DEL CARDENAL HERRERA ORIA, 263;;;AVENIDA;CARDENAL HERRERA ORIA;número;263;-3,7227;40,480047;40,48004719;-3,72270034;Además se puede depositar ropa usada en los puntos limpios fijos y móviles www.madrid.es/puntoslimpios;AVENIDA DEL CARDENAL HERRERA ORIA, 263. 
